day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
-2;3500;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;-20.0
-2;3600;STARFRUIT;4998;3;4997;26;;;5004;26;;;;;5001.0;-51.1796875
-2;3600;AMETHYSTS;9998;3;9995;26;;;10005;26;;;;;10001.5;-20.0
-2;3700;STARFRUIT;4997;27;;;;;5004;27;;;;;5000.5;-46.0390625
-2;3700;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;10.0
-2;3800;STARFRUIT;4996;27;;;;;5001;7;5003;27;;;4998.5;-29.609375
-2;3800;AMETHYSTS;9995;27;;;;;10002;7;10005;27;;;9998.5;10.0
-2;3900;STARFRUIT;5002;1;4997;1;4996;25;5003;26;;;;;5002.5;-31.2578125
-2;3900;AMETHYSTS;9996;1;9995;25;;;10004;1;10005;25;;;10000.0;10.0
-2;4000;STARFRUIT;4998;3;4997;27;;;5004;27;;;;;5001.0;-30.328125
-2;4000;AMETHYSTS;9998;2;9995;27;;;10005;27;;;;;10001.5;8.0
-2;4100;STARFRUIT;4997;8;4996;28;;;5003;28;;;;;5000.0;-17.59375
-2;4100;AMETHYSTS;9998;8;9995;28;;;10005;28;;;;;10001.5;8.0
-2;4200;STARFRUIT;4997;5;4996;25;;;5002;2;5003;23;;;4999.5;-13.75
-2;4200;AMETHYSTS;9998;6;9996;2;9995;23;10004;2;10005;23;;;10001.0;8.0
-2;4300;STARFRUIT;4996;26;;;;;5003;26;;;;;4999.5;-12.953125
-2;4300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;20.0
-2;4400;STARFRUIT;4996;9;4995;28;;;5002;29;;;;;4999.0;-2.765625
-2;4400;AMETHYSTS;9998;8;9996;1;9995;28;10004;1;10005;28;;;10001.0;20.0
-2;4500;STARFRUIT;4996;2;4995;29;;;5002;30;;;;;4999.0;-1.6875
-2;4500;AMETHYSTS;9998;1;9996;1;9995;29;10004;1;10005;29;;;10001.0;20.0
-2;4600;STARFRUIT;4996;2;4995;29;;;5002;31;;;;;4999.0;-2.6875
-2;4600;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;20.0
-2;4700;AMETHYSTS;9996;1;9995;29;;;10002;3;10004;1;10005;29;9999.0;20.0
-2;4700;STARFRUIT;4996;1;4995;29;;;5000;3;5002;30;;;4998.0;-3.0625
-2;4800;AMETHYSTS;9996;2;9995;24;;;10002;6;10004;2;10005;24;9999.0;20.0
-2;4800;STARFRUIT;4995;26;;;;;5000;6;5002;26;;;4997.5;2.40625
-2;4900;AMETHYSTS;10002;1;9996;2;9995;22;10004;2;10005;22;;;10003.0;20.0
-2;4900;STARFRUIT;4996;2;4995;22;;;5002;24;;;;;4999.0;-3.953125
-2;5000;AMETHYSTS;9996;1;9995;20;;;10002;1;10004;1;10005;20;9999.0;20.0
-2;5000;STARFRUIT;4996;21;;;;;5001;1;5002;1;5003;20;4998.5;-13.515625
-2;5100;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;20.0
-2;5100;STARFRUIT;4999;2;4996;31;;;5003;31;;;;;5001.0;-16.9375
-2;5200;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;20.0
-2;5200;STARFRUIT;4996;27;;;;;5002;2;5003;25;;;4999.0;-8.125
-2;5300;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;20.0
-2;5300;STARFRUIT;4996;23;;;;;5003;23;;;;;4999.5;-15.984375
-2;5400;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;20.0
-2;5400;STARFRUIT;4996;30;;;;;5002;1;5003;29;;;4999.0;-10.5625
-2;5500;AMETHYSTS;9998;7;9996;2;9995;28;10004;2;10005;28;;;10001.0;20.0
-2;5500;STARFRUIT;4997;7;4996;30;;;5003;30;;;;;5000.0;-19.984375
-2;5600;STARFRUIT;4996;32;;;;;5002;2;5003;30;;;4999.0;-8.4375
-2;5600;AMETHYSTS;10000;6;9996;2;9995;30;10004;2;10005;30;;;10002.0;20.0
-2;5700;STARFRUIT;4996;29;;;;;5001;1;5003;29;;;4998.5;-18.265625
-2;5700;AMETHYSTS;9995;29;;;;;10002;1;10005;29;;;9998.5;20.0
-2;5800;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;20.0
-2;5800;STARFRUIT;4996;28;;;;;5003;28;;;;;4999.5;-18.015625
-2;5900;AMETHYSTS;9998;2;9996;1;9995;28;10004;1;10005;28;;;10001.0;20.0
-2;5900;STARFRUIT;4996;3;4995;28;;;5002;29;;;;;4999.0;-4.5625
-2;6000;STARFRUIT;4996;2;4995;21;;;5002;23;;;;;4999.0;-1.171875
-2;6000;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;20.0
-2;6100;STARFRUIT;4996;1;4995;26;;;5002;27;;;;;4999.0;-1.71875
-2;6100;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;20.0
-2;6200;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;20.0
-2;6200;STARFRUIT;4996;2;4995;23;;;5002;25;;;;;4999.0;-4.640625
-2;6300;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;20.0
-2;6300;STARFRUIT;4995;26;;;;;5002;26;;;;;4998.5;5.953125
-2;6400;STARFRUIT;4995;25;;;;;5002;26;;;;;4998.5;14.796875
-2;6400;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;20.0
-2;6500;STARFRUIT;4995;22;;;;;5001;1;5002;21;;;4998.0;12.578125
-2;6500;AMETHYSTS;10000;5;9996;1;9995;21;10004;1;10005;21;;;10002.0;20.0
-2;6600;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;20.0
-2;6600;STARFRUIT;4995;1;4994;23;;;5001;25;;;;;4998.0;14.84375
-2;6700;AMETHYSTS;9998;3;9996;1;9995;27;10004;1;10005;27;;;10001.0;20.0
-2;6700;STARFRUIT;4996;3;4995;28;;;5001;1;5002;27;;;4998.5;12.140625
-2;6800;STARFRUIT;4995;24;;;;;5002;24;;;;;4998.5;-1.328125
-2;6800;AMETHYSTS;9996;1;9995;23;;;10004;1;10005;23;;;10000.0;16.0
-2;6900;AMETHYSTS;9995;28;;;;;10002;1;10005;28;;;9998.5;16.0
-2;6900;STARFRUIT;4999;1;4994;28;;;5001;28;;;;;5000.0;20.34375
-2;7000;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;16.0
-2;7000;STARFRUIT;4994;24;;;;;5001;24;;;;;4997.5;18.3125
-2;7100;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;16.0
-2;7100;STARFRUIT;4995;26;;;;;5002;26;;;;;4998.5;2.25
-2;7200;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;16.0
-2;7200;STARFRUIT;4995;27;;;;;5001;1;5002;26;;;4998.0;6.1875
-2;7300;AMETHYSTS;9996;1;9995;27;;;10004;1;10005;27;;;10000.0;16.0
-2;7300;STARFRUIT;4994;27;;;;;5001;28;;;;;4997.5;14.015625
-2;7400;AMETHYSTS;9995;28;;;;;10002;3;10005;28;;;9998.5;16.0
-2;7400;STARFRUIT;4995;28;;;;;5000;3;5002;28;;;4997.5;1.703125
-2;7500;AMETHYSTS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;18.0
-2;7500;STARFRUIT;4995;26;;;;;5002;26;;;;;4998.5;-0.046875
-2;7600;STARFRUIT;4995;30;;;;;5002;30;;;;;4998.5;-12.875
-2;7600;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;20.0
-2;7700;STARFRUIT;4995;26;;;;;4996;8;5000;1;5002;26;4995.5;-7.890625
-2;7700;AMETHYSTS;9996;1;9995;25;;;10002;1;10004;1;10005;25;9999.0;20.0
-2;7800;STARFRUIT;4995;1;4994;21;;;5001;22;;;;;4998.0;13.390625
-2;7800;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;20.0
-2;7900;STARFRUIT;4995;1;4994;29;;;5001;30;;;;;4998.0;15.0
-2;7900;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;20.0
-2;8000;STARFRUIT;4995;9;4994;24;;;5001;24;;;;;4998.0;21.40625
-2;8000;AMETHYSTS;9998;9;9996;1;9995;23;10004;1;10005;23;;;10001.0;20.0
-2;8100;STARFRUIT;4995;10;4994;20;;;5001;21;;;;;4998.0;10.3125
-2;8100;AMETHYSTS;9998;9;9996;1;9995;20;10004;1;10005;20;;;10001.0;20.0
-2;8200;STARFRUIT;4995;30;;;;;5000;9;5002;30;;;4997.5;9.53125
-2;8200;AMETHYSTS;9995;30;;;;;10002;10;10005;30;;;9998.5;20.0
-2;8300;STARFRUIT;4994;29;;;;;5001;29;;;;;4997.5;33.59375
-2;8300;AMETHYSTS;9996;2;9995;27;;;10004;2;10005;27;;;10000.0;20.0
-2;8400;STARFRUIT;4994;6;4993;25;;;4995;3;5000;25;;;4994.5;51.234375
-2;8400;AMETHYSTS;9998;6;9995;25;;;10005;25;;;;;10001.5;20.0
-2;8500;STARFRUIT;4994;24;;;;;5001;24;;;;;4997.5;38.25
-2;8500;AMETHYSTS;9996;1;9995;23;;;9998;6;10004;1;10005;23;9997.0;20.0
-2;8600;STARFRUIT;4994;28;;;;;4999;10;5001;28;;;4996.5;28.25
-2;8600;AMETHYSTS;9996;1;9995;27;;;10002;10;10004;1;10005;27;9999.0;20.0
-2;8700;STARFRUIT;4994;24;;;;;4999;5;5001;24;;;4996.5;39.4375
-2;8700;AMETHYSTS;9996;2;9995;22;;;10002;5;10004;2;10005;22;9999.0;22.0
-2;8800;STARFRUIT;4999;1;4995;1;4994;20;5001;20;;;;;5000.0;42.9375
-2;8800;AMETHYSTS;10002;1;9998;1;9995;20;10005;20;;;;;10003.5;26.0
-2;8900;STARFRUIT;4994;27;;;;;5001;27;;;;;4997.5;37.421875
-2;8900;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;28.0
-2;9000;STARFRUIT;4994;31;;;;;5001;31;;;;;4997.5;29.8125
-2;9000;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;28.0
-2;9100;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;28.0
-2;9100;STARFRUIT;4994;24;;;;;5001;24;;;;;4997.5;15.515625
-2;9200;AMETHYSTS;9995;28;;;;;10002;2;10005;28;;;9998.5;28.0
-2;9200;STARFRUIT;4995;28;;;;;5000;2;5002;28;;;4997.5;11.375
-2;9300;AMETHYSTS;10000;5;9998;9;9996;2;10004;2;10005;26;;;10002.0;28.0
-2;9300;STARFRUIT;4996;9;4995;28;;;5001;2;5002;26;;;4998.5;12.953125
-2;9400;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;28.0
-2;9400;STARFRUIT;4995;2;4994;25;;;5001;27;;;;;4998.0;17.21875
-2;9500;AMETHYSTS;9996;2;9995;23;;;10002;6;10004;2;10005;23;9999.0;28.0
-2;9500;STARFRUIT;4995;25;;;;;5000;6;5002;25;;;4997.5;0.0
-2;9600;AMETHYSTS;10000;3;9996;2;9995;29;10004;2;10005;29;;;10002.0;28.0
-2;9600;STARFRUIT;4994;31;;;;;5001;31;;;;;4997.5;36.796875
-2;9700;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;28.0
-2;9700;STARFRUIT;4994;30;;;;;5001;30;;;;;4997.5;39.078125
-2;9800;STARFRUIT;4994;25;;;;;5001;25;;;;;4997.5;38.578125
-2;9800;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;28.0
-2;9900;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;28.0
-2;9900;STARFRUIT;4994;2;4993;25;;;5000;27;;;;;4997.0;61.890625
-2;10000;STARFRUIT;4994;1;4993;30;;;5000;31;;;;;4997.0;56.484375
-2;10000;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;28.0
-2;10100;AMETHYSTS;10000;5;9995;25;;;10005;25;;;;;10002.5;26.0
-2;10100;STARFRUIT;4993;25;;;;;5000;25;;;;;4996.5;67.15625
-2;10200;STARFRUIT;4994;30;;;;;5000;1;5001;29;;;4997.0;53.09375
-2;10200;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;26.0
-2;10300;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;22.0
-2;10300;STARFRUIT;4999;1;4994;23;;;5001;23;;;;;5000.0;52.15625
-2;10400;STARFRUIT;4994;23;;;;;4999;3;5001;23;;;4996.5;41.0
-2;10400;AMETHYSTS;9996;1;9995;22;;;10002;3;10004;1;10005;22;9999.0;22.0
-2;10500;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;22.0
-2;10500;STARFRUIT;4999;5;4994;20;;;5001;20;;;;;5000.0;20.65625
-2;10600;STARFRUIT;4995;1;4994;29;;;4999;8;5001;30;;;4997.0;19.671875
-2;10600;AMETHYSTS;9996;1;9995;29;;;10002;8;10004;1;10005;29;9999.0;22.0
-2;10700;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;22.0
-2;10700;STARFRUIT;4994;29;;;;;5001;29;;;;;4997.5;36.109375
-2;10800;STARFRUIT;4994;2;4993;22;;;5000;24;;;;;4997.0;64.484375
-2;10800;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;22.0
-2;10900;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;22.0
-2;10900;STARFRUIT;4994;22;;;;;5001;22;;;;;4997.5;31.71875
-2;11000;STARFRUIT;4994;27;;;;;5001;27;;;;;4997.5;33.828125
-2;11000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;22.0
-2;11100;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;22.0
-2;11100;STARFRUIT;4994;29;;;;;5001;29;;;;;4997.5;46.75
-2;11200;STARFRUIT;4994;21;;;;;5001;21;;;;;4997.5;51.28125
-2;11200;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;32.0
-2;11300;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;32.0
-2;11300;STARFRUIT;4994;22;;;;;5001;23;;;;;4997.5;51.734375
-2;11400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;32.0
-2;11400;STARFRUIT;4994;30;;;;;4995;1;5001;30;;;4994.5;34.828125
-2;11500;AMETHYSTS;10002;2;9998;4;9995;24;10005;24;;;;;10003.5;32.0
-2;11500;STARFRUIT;4995;4;4994;24;;;5001;24;;;;;4998.0;31.484375
-2;11600;AMETHYSTS;9995;30;;;;;10002;9;10005;30;;;9998.5;32.0
-2;11600;STARFRUIT;4994;30;;;;;4999;9;5001;30;;;4996.5;31.265625
-2;11700;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;32.0
-2;11700;STARFRUIT;4994;23;;;;;5001;23;;;;;4997.5;45.796875
-2;11800;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;32.0
-2;11800;STARFRUIT;4994;31;;;;;5001;31;;;;;4997.5;36.3125
-2;11900;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;32.0
-2;11900;STARFRUIT;4994;23;;;;;5000;1;5001;22;;;4997.0;57.359375
-2;12000;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;32.0
-2;12000;STARFRUIT;4994;30;;;;;5001;30;;;;;4997.5;43.859375
-2;12100;STARFRUIT;4995;21;;;;;5002;21;;;;;4998.5;12.953125
-2;12100;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;32.0
-2;12200;STARFRUIT;4994;23;;;;;5001;23;;;;;4997.5;43.96875
-2;12200;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;32.0
-2;12300;STARFRUIT;4994;6;4993;28;;;5000;28;;;;;4997.0;94.09375
-2;12300;AMETHYSTS;9998;6;9995;28;;;10005;28;;;;;10001.5;32.0
-2;12400;STARFRUIT;4993;25;;;;;5000;25;;;;;4996.5;81.609375
-2;12400;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;32.0
-2;12500;STARFRUIT;4994;29;;;;;4999;10;5001;29;;;4996.5;29.890625
-2;12500;AMETHYSTS;9996;1;9995;28;;;10002;10;10004;1;10005;28;9999.0;32.0
-2;12600;STARFRUIT;4994;27;;;;;5001;27;;;;;4997.5;50.265625
-2;12600;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;32.0
-2;12700;STARFRUIT;4994;1;4993;22;;;5000;23;;;;;4997.0;75.71875
-2;12700;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;32.0
-2;12800;STARFRUIT;4994;20;;;;;4999;10;5001;20;;;4996.5;63.78125
-2;12800;AMETHYSTS;9995;20;;;;;9998;1;10002;10;10005;20;9996.5;32.0
-2;12900;STARFRUIT;4993;20;;;;;4998;7;5000;20;;;4995.5;47.96875
-2;12900;AMETHYSTS;9995;20;;;;;9998;1;10002;8;10005;20;9996.5;32.0
-2;13000;STARFRUIT;4993;31;;;;;5000;31;;;;;4996.5;61.15625
-2;13000;AMETHYSTS;9996;1;9995;30;;;9998;1;10004;1;10005;30;9997.0;32.0
-2;13100;STARFRUIT;4994;10;4993;22;;;5000;22;;;;;4997.0;70.1875
-2;13100;AMETHYSTS;10000;6;9998;10;9996;1;10004;1;10005;21;;;10002.0;30.0
-2;13200;STARFRUIT;4993;23;;;;;4998;2;5000;23;;;4995.5;56.5
-2;13200;AMETHYSTS;9996;1;9995;22;;;10002;2;10004;1;10005;22;9999.0;30.0
-2;13300;STARFRUIT;4993;29;;;;;4998;6;5000;29;;;4995.5;67.03125
-2;13300;AMETHYSTS;9996;2;9995;27;;;10002;6;10004;2;10005;27;9999.0;30.0
-2;13400;STARFRUIT;4994;4;4993;28;;;5000;28;;;;;4997.0;59.875
-2;13400;AMETHYSTS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;30.0
-2;13500;STARFRUIT;4994;4;4993;27;;;5000;27;;;;;4997.0;61.0625
-2;13500;AMETHYSTS;9998;5;9995;27;;;10005;27;;;;;10001.5;30.0
-2;13600;AMETHYSTS;10000;2;9995;24;;;10005;24;;;;;10002.5;28.0
-2;13600;STARFRUIT;4993;24;;;;;5000;24;;;;;4996.5;83.3125
-2;13700;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;28.0
-2;13700;STARFRUIT;4993;1;4992;20;;;4999;21;;;;;4996.0;91.78125
-2;13800;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;28.0
-2;13800;STARFRUIT;4992;22;;;;;4999;22;;;;;4995.5;116.78125
-2;13900;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;28.0
-2;13900;STARFRUIT;4992;21;;;;;4999;21;;;;;4995.5;116.65625
-2;14000;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;20.0
-2;14000;STARFRUIT;4995;2;4992;25;;;4999;25;;;;;4997.0;139.90625
-2;14100;AMETHYSTS;9996;2;9995;25;;;10004;2;10005;25;;;10000.0;55.0
-2;14100;STARFRUIT;4991;27;;;;;4998;27;;;;;4994.5;169.5625
-2;14200;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;55.0
-2;14200;STARFRUIT;4992;25;;;;;4999;25;;;;;4995.5;130.1875
-2;14300;STARFRUIT;4992;24;;;;;4999;25;;;;;4995.5;128.40625
-2;14300;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;55.0
-2;14400;AMETHYSTS;9995;20;;;;;10002;10;10005;20;;;9998.5;55.0
-2;14400;STARFRUIT;4992;20;;;;;4997;10;4999;20;;;4994.5;129.90625
-2;14500;AMETHYSTS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;55.0
-2;14500;STARFRUIT;4992;31;;;;;4997;3;4999;31;;;4994.5;115.9375
-2;14600;STARFRUIT;4992;21;;;;;4999;21;;;;;4995.5;127.5625
-2;14600;AMETHYSTS;9996;1;9995;20;;;10004;1;10005;20;;;10000.0;55.0
-2;14700;STARFRUIT;4992;20;;;;;4999;20;;;;;4995.5;133.84375
-2;14700;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;55.0
-2;14800;AMETHYSTS;9996;2;9995;28;;;10002;7;10004;2;10005;28;9999.0;55.0
-2;14800;STARFRUIT;4992;30;;;;;4993;4;4997;7;4999;30;4992.5;122.25
-2;14900;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;55.0
