day;timestamp;product;bid_price_1;bid_volume_1;bid_price_2;bid_volume_2;bid_price_3;bid_volume_3;ask_price_1;ask_volume_1;ask_price_2;ask_volume_2;ask_price_3;ask_volume_3;mid_price;profit_and_loss
0;6000;STARFRUIT;4895;2;4894;22;;;4901;24;;;;;4898.0;-221.34375
0;6100;STARFRUIT;4895;1;4894;24;;;4899;2;4901;25;;;4897.0;-216.0
0;6100;AMETHYSTS;9996;1;9995;24;;;10000;5;10002;2;10004;1;9998.0;-17.0
0;6200;STARFRUIT;4894;29;;;;;4895;12;4901;30;;;4894.5;-217.96875
0;6200;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-17.0
0;6300;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;-17.0
0;6300;STARFRUIT;4894;24;;;;;4901;25;;;;;4897.5;-221.0625
0;6400;AMETHYSTS;10000;4;9995;23;;;10005;23;;;;;10002.5;-17.0
0;6400;STARFRUIT;4894;23;;;;;4901;23;;;;;4897.5;-209.15625
0;6500;STARFRUIT;4894;20;;;;;4901;20;;;;;4897.5;-225.875
0;6500;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;-17.0
0;6600;STARFRUIT;4894;27;;;;;4901;27;;;;;4897.5;-207.0625
0;6600;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;-17.0
0;6700;AMETHYSTS;10002;4;9996;2;9995;26;10004;2;10005;26;;;10003.0;-17.0
0;6700;STARFRUIT;4894;28;;;;;4900;2;4901;26;;;4897.0;-126.5
0;6800;AMETHYSTS;9998;1;9996;1;9995;23;10004;1;10005;23;;;10001.0;-9.0
0;6800;STARFRUIT;4894;1;4893;24;;;4899;1;4900;23;;;4896.5;-21.03125
0;6900;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;-19.0
0;6900;STARFRUIT;4898;1;4897;4;4893;28;4900;28;;;;;4899.0;-47.6875
0;7000;AMETHYSTS;10000;6;9998;7;9996;2;10004;2;10005;27;;;10002.0;-19.0
0;7000;STARFRUIT;4894;9;4893;27;;;4900;29;;;;;4897.0;-82.75
0;7100;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-19.0
0;7100;STARFRUIT;4893;30;;;;;4900;30;;;;;4896.5;-63.0
0;7200;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;-19.0
0;7200;STARFRUIT;4893;23;;;;;4899;2;4900;21;;;4896.0;-25.5
0;7300;AMETHYSTS;9996;2;9995;23;;;10002;4;10004;2;10005;23;9999.0;-15.0
0;7300;STARFRUIT;4893;25;;;;;4898;4;4900;25;;;4895.5;-31.3125
0;7400;AMETHYSTS;10002;1;9996;2;9995;28;10004;2;10005;28;;;10003.0;-15.0
0;7400;STARFRUIT;4894;30;;;;;4900;2;4901;28;;;4897.0;-117.4375
0;7500;AMETHYSTS;9995;29;;;;;10005;29;;;;;10000.0;-13.0
0;7500;STARFRUIT;4894;29;;;;;4901;29;;;;;4897.5;-168.0
0;7600;AMETHYSTS;9996;2;9995;24;;;10004;2;10005;24;;;10000.0;-13.0
0;7600;STARFRUIT;4895;2;4894;24;;;4901;26;;;;;4898.0;-188.375
0;7700;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;-13.0
0;7700;STARFRUIT;4900;1;4894;28;;;4901;28;;;;;4900.5;-178.375
0;7800;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-8.0
0;7800;STARFRUIT;4900;1;4895;1;4894;22;4901;23;;;;;4900.5;-182.25
0;7900;AMETHYSTS;9996;1;9995;25;;;10002;4;10004;1;10005;25;9999.0;-6.0
0;7900;STARFRUIT;4895;26;;;;;4900;4;4901;1;4902;25;4897.5;-218.6875
0;8000;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-6.0
0;8000;STARFRUIT;4896;23;;;;;4902;23;;;;;4899.0;-325.8125
0;8100;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;-6.0
0;8100;STARFRUIT;4896;22;;;;;4902;22;;;;;4899.0;-330.0
0;8200;AMETHYSTS;9995;20;;;;;9998;1;10002;2;10005;20;9996.5;-6.0
0;8200;STARFRUIT;4896;20;;;;;4903;20;;;;;4899.5;-399.0625
0;8300;AMETHYSTS;10002;1;9998;6;9996;1;10004;1;10005;26;;;10003.0;-8.0
0;8300;STARFRUIT;4897;7;4896;26;;;4903;27;;;;;4900.0;-420.9375
0;8400;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;-8.0
0;8400;STARFRUIT;4897;26;;;;;4904;26;;;;;4900.5;-453.25
0;8500;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;-8.0
0;8500;STARFRUIT;4899;5;4896;30;;;4903;30;;;;;4901.0;-415.5625
0;8600;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;-8.0
0;8600;STARFRUIT;4896;23;;;;;4903;23;;;;;4899.5;-355.0625
0;8700;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;-8.0
0;8700;STARFRUIT;4896;30;;;;;4898;1;4903;30;;;4897.0;-374.625
0;8800;AMETHYSTS;9995;23;;;;;9998;12;10005;23;;;9996.5;-8.0
0;8800;STARFRUIT;4896;23;;;;;4897;4;4903;23;;;4896.5;-341.0625
0;8900;AMETHYSTS;10002;5;9996;1;9995;26;10004;1;10005;26;;;10003.0;-8.0
0;8900;STARFRUIT;4896;27;;;;;4902;1;4903;26;;;4899.0;-332.125
0;9000;AMETHYSTS;9995;23;;;;;10002;7;10005;23;;;9998.5;2.0
0;9000;STARFRUIT;4895;23;;;;;4900;7;4902;23;;;4897.5;-296.8125
0;9100;AMETHYSTS;9996;1;9995;30;;;10004;1;10005;30;;;10000.0;2.0
0;9100;STARFRUIT;4896;31;;;;;4899;3;4903;31;;;4897.5;-367.9375
0;9200;AMETHYSTS;9995;24;;;;;10002;3;10005;24;;;9998.5;2.0
0;9200;STARFRUIT;4896;24;;;;;4901;3;4903;24;;;4898.5;-370.0625
0;9300;AMETHYSTS;9995;23;;;;;10005;23;;;;;10000.0;2.0
0;9300;STARFRUIT;4895;23;;;;;4902;23;;;;;4898.5;-304.4375
0;9400;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;2.0
0;9400;STARFRUIT;4895;24;;;;;4902;24;;;;;4898.5;-270.625
0;9500;AMETHYSTS;9998;9;9996;1;9995;28;10004;1;10005;28;;;10001.0;2.0
0;9500;STARFRUIT;4897;9;4896;29;;;4902;1;4903;28;;;4899.5;-335.125
0;9600;AMETHYSTS;9995;20;;;;;10005;20;;;;;10000.0;2.0
0;9600;STARFRUIT;4896;19;;;;;4902;20;;;;;4899.0;-325.6875
0;9700;STARFRUIT;4897;3;4896;25;;;4903;25;;;;;4900.0;-343.5625
0;9700;AMETHYSTS;9998;3;9995;25;;;10005;25;;;;;10001.5;2.0
0;9800;AMETHYSTS;9995;21;;;;;10002;5;10005;21;;;9998.5;2.0
0;9800;STARFRUIT;4895;21;;;;;4900;5;4902;21;;;4897.5;-286.25
0;9900;STARFRUIT;4895;22;;;;;4902;22;;;;;4898.5;-296.0
0;9900;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;2.0
0;10000;AMETHYSTS;9998;8;9996;2;9995;29;10004;2;10005;29;;;10001.0;2.0
0;10000;STARFRUIT;4896;8;4895;31;;;4902;31;;;;;4899.0;-270.625
0;10100;STARFRUIT;4895;22;;;;;4902;22;;;;;4898.5;-281.5
0;10100;AMETHYSTS;9995;22;;;;;10005;22;;;;;10000.0;2.0
0;10200;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;2.0
0;10200;STARFRUIT;4895;25;;;;;4901;2;4902;23;;;4898.0;-229.6875
0;10300;STARFRUIT;4895;22;;;;;4896;4;4901;2;4902;20;4895.5;-234.375
0;10300;AMETHYSTS;9996;2;9995;20;;;10004;2;10005;20;;;10000.0;2.0
0;10400;AMETHYSTS;9995;30;;;;;10005;30;;;;;10000.0;10.0
0;10400;STARFRUIT;4895;30;;;;;4902;30;;;;;4898.5;-264.25
0;10500;STARFRUIT;4896;4;4895;28;;;4901;28;;;;;4898.5;-209.9375
0;10500;AMETHYSTS;9998;4;9996;1;9995;27;10004;1;10005;27;;;10001.0;10.0
0;10600;AMETHYSTS;9995;23;;;;;9998;2;10002;6;10005;23;9996.5;10.0
0;10600;STARFRUIT;4895;23;;;;;4900;6;4902;23;;;4897.5;-251.5
0;10700;STARFRUIT;4896;1;4895;23;;;4902;23;;;;;4899.0;-233.0625
0;10700;AMETHYSTS;9998;1;9995;23;;;10005;23;;;;;10001.5;6.0
0;10800;AMETHYSTS;10002;1;9998;4;9995;23;10005;23;;;;;10003.5;6.0
0;10800;STARFRUIT;4896;3;4895;23;;;4902;23;;;;;4899.0;-246.6875
0;10900;STARFRUIT;4895;1;4894;29;;;4901;30;;;;;4898.0;-180.75
0;10900;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;8.0
0;11000;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;8.0
0;11000;STARFRUIT;4894;30;;;;;4900;1;4901;29;;;4897.0;-110.8125
0;11100;STARFRUIT;4894;31;;;;;4899;4;4900;2;4901;29;4896.5;-98.625
0;11100;AMETHYSTS;9996;2;9995;29;;;10002;4;10004;2;10005;29;9999.0;8.0
0;11200;AMETHYSTS;10002;1;9996;1;9995;28;10004;1;10005;28;;;10003.0;0.0
0;11200;STARFRUIT;4894;29;;;;;4901;29;;;;;4897.5;-145.875
0;11300;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;0.0
0;11300;STARFRUIT;4898;1;4894;27;;;4900;1;4901;26;;;4899.0;-95.875
0;11400;AMETHYSTS;9998;2;9996;1;9995;23;10004;1;10005;23;;;10001.0;-2.0
0;11400;STARFRUIT;4895;3;4894;24;;;4900;1;4901;23;;;4897.5;-112.625
0;11500;AMETHYSTS;9998;1;9996;1;9995;28;10004;1;10005;28;;;10001.0;-2.0
0;11500;STARFRUIT;4894;2;4893;28;;;4900;29;;;;;4897.0;-49.1875
0;11600;AMETHYSTS;9995;26;;;;;10005;26;;;;;10000.0;-2.0
0;11600;STARFRUIT;4892;26;;;;;4899;26;;;;;4895.5;47.625
0;11700;AMETHYSTS;9996;1;9995;21;;;10004;1;10005;21;;;10000.0;-2.0
0;11700;STARFRUIT;4893;22;;;;;4899;1;4900;21;;;4896.0;14.25
0;11800;AMETHYSTS;9995;21;;;;;10005;21;;;;;10000.0;-2.0
0;11800;STARFRUIT;4893;21;;;;;4900;21;;;;;4896.5;-15.4375
0;11900;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;-2.0
0;11900;STARFRUIT;4893;25;;;;;4900;25;;;;;4896.5;-26.875
0;12000;AMETHYSTS;9995;25;;;;;10005;25;;;;;10000.0;-2.0
0;12000;STARFRUIT;4893;25;;;;;4900;25;;;;;4896.5;-22.125
0;12100;AMETHYSTS;9996;2;9995;20;;;10002;3;10004;2;10005;20;9999.0;0.0
0;12100;STARFRUIT;4894;2;4893;20;;;4898;4;4900;22;;;4896.0;-59.875
0;12200;AMETHYSTS;9998;10;9996;2;9995;26;10004;2;10005;26;;;10001.0;0.0
0;12200;STARFRUIT;4894;12;4893;26;;;4900;28;;;;;4897.0;-55.875
0;12300;AMETHYSTS;9996;1;9995;23;;;10000;5;10004;1;10005;23;9998.0;2.0
0;12300;STARFRUIT;4893;24;;;;;4900;24;;;;;4896.5;-32.1875
0;12400;AMETHYSTS;9996;1;9995;29;;;10004;1;10005;29;;;10000.0;2.0
0;12400;STARFRUIT;4893;30;;;;;4899;1;4900;29;;;4896.0;2.125
0;12500;AMETHYSTS;10002;5;9996;2;9995;29;10004;2;10005;29;;;10003.0;2.0
0;12500;STARFRUIT;4892;31;;;;;4899;31;;;;;4895.5;118.4375
0;12600;AMETHYSTS;9998;5;9996;1;9995;30;10004;1;10005;30;;;10001.0;12.0
0;12600;STARFRUIT;4893;5;4892;31;;;4898;1;4899;30;;;4895.5;128.75
0;12700;AMETHYSTS;9996;2;9995;29;;;10004;2;10005;29;;;10000.0;12.0
0;12700;STARFRUIT;4892;31;;;;;4899;31;;;;;4895.5;104.8125
0;12800;AMETHYSTS;9996;1;9995;30;;;10002;3;10004;1;10005;30;9999.0;12.0
0;12800;STARFRUIT;4892;31;;;;;4896;3;4898;31;;;4894.0;169.375
0;12900;AMETHYSTS;9995;24;;;;;10005;24;;;;;10000.0;12.0
0;12900;STARFRUIT;4892;24;;;;;4899;24;;;;;4895.5;149.875
0;13000;AMETHYSTS;9995;27;;;;;10005;27;;;;;10000.0;12.0
0;13000;STARFRUIT;4892;27;;;;;4899;27;;;;;4895.5;88.5625
0;13100;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;12.0
0;13100;STARFRUIT;4892;30;;;;;4899;30;;;;;4895.5;104.0625
0;13200;AMETHYSTS;9995;28;;;;;10005;28;;;;;10000.0;12.0
0;13200;STARFRUIT;4892;28;;;;;4899;28;;;;;4895.5;111.375
0;13300;AMETHYSTS;9996;2;9995;26;;;10004;2;10005;26;;;10000.0;12.0
0;13300;STARFRUIT;4898;1;4893;2;4892;26;4899;28;;;;;4898.5;55.3125
0;13400;AMETHYSTS;10002;1;9996;1;9995;25;10004;1;10005;25;;;10003.0;12.0
0;13400;STARFRUIT;4893;26;;;;;4900;26;;;;;4896.5;-21.9375
0;13500;AMETHYSTS;9996;1;9995;29;;;10002;9;10004;1;10005;29;9999.0;12.0
0;13500;STARFRUIT;4896;4;4893;30;;;4898;9;4900;30;;;4897.0;-22.8125
0;13600;AMETHYSTS;9996;2;9995;23;;;10004;2;10005;23;;;10000.0;12.0
0;13600;STARFRUIT;4893;25;;;;;4899;2;4900;23;;;4896.0;24.6875
0;13700;AMETHYSTS;10000;2;9996;2;9995;28;10002;7;10004;2;10005;28;10001.0;10.0
0;13700;STARFRUIT;4896;5;4893;30;;;4897;7;4899;30;;;4896.5;37.1875
0;13800;AMETHYSTS;9996;1;9995;24;;;10004;1;10005;24;;;10000.0;10.0
0;13800;STARFRUIT;4893;25;;;;;4899;1;4900;24;;;4896.0;28.6875
0;13900;AMETHYSTS;9995;20;;;;;10002;2;10005;20;;;9998.5;10.0
0;13900;STARFRUIT;4893;20;;;;;4898;2;4900;20;;;4895.5;-11.3125
0;14000;AMETHYSTS;9996;1;9995;26;;;10004;1;10005;26;;;10000.0;10.0
0;14000;STARFRUIT;4899;1;4894;27;;;4900;27;;;;;4899.5;-80.4375
0;14100;AMETHYSTS;10000;3;9996;2;9995;22;10004;2;10005;22;;;10002.0;6.0
0;14100;STARFRUIT;4894;2;4893;22;;;4900;24;;;;;4897.0;-60.8125
0;14200;AMETHYSTS;9996;2;9995;22;;;10004;2;10005;22;;;10000.0;6.0
0;14200;STARFRUIT;4894;2;4893;22;;;4900;24;;;;;4897.0;-69.625
0;14300;STARFRUIT;4894;30;;;;;4900;30;;;;;4897.0;-89.5625
0;14300;AMETHYSTS;9996;2;9995;28;;;10004;2;10005;28;;;10000.0;6.0
0;14400;STARFRUIT;4895;9;4894;23;;;4901;23;;;;;4898.0;-142.125
0;14400;AMETHYSTS;9998;9;9996;1;9995;22;10004;1;10005;22;;;10001.0;6.0
0;14500;AMETHYSTS;9996;1;9995;22;;;10000;2;10004;1;10005;22;9998.0;6.0
0;14500;STARFRUIT;4893;23;;;;;4894;1;4900;23;;;4893.5;-32.75
0;14600;AMETHYSTS;9995;21;;;;;10002;3;10005;21;;;9998.5;6.0
0;14600;STARFRUIT;4893;21;;;;;4898;3;4900;21;;;4895.5;-32.375
0;14700;STARFRUIT;4894;5;4893;26;;;4900;26;;;;;4897.0;-15.375
0;14700;AMETHYSTS;9998;5;9996;2;9995;24;10004;2;10005;24;;;10001.0;6.0
0;14800;STARFRUIT;4894;1;4893;21;;;4900;23;;;;;4897.0;-63.75
0;14800;AMETHYSTS;9996;2;9995;21;;;10004;2;10005;21;;;10000.0;6.0
0;14900;AMETHYSTS;9996;2;9995;28;;;10002;8;10004;2;10005;28;9999.0;6.0
0;14900;STARFRUIT;4893;30;;;;;4898;8;4900;30;;;4895.5;-28.375
0;15000;AMETHYSTS;9996;1;9995;22;;;10004;1;10005;22;;;10000.0;6.0
0;15000;STARFRUIT;4893;23;;;;;4894;1;4900;23;;;4893.5;-50.0625
0;15100;STARFRUIT;4899;1;4894;26;;;4900;1;4901;25;;;4899.5;-119.4375
